Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
O00571	reviewed	DDX3X_HUMAN	ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (CAP-Rf) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (DBX) (Helicase-like protein 2) (HLP2)	DDX3X DBX DDX3	Homo sapiens (Human)	662	cell leading edge [GO:0031252]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; lamellipodium [GO:0030027]; mitochondrion [GO:0005739]; NLRP3 inflammasome complex [GO:0072559]; nucleus [GO:0005634]; P granule [GO:0043186]; plasma membrane [GO:0005886]; secretory granule lumen [GO:0034774]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cadherin binding [GO:0045296]; CTPase activity [GO:0043273]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; eukaryotic initiation factor 4E binding [GO:0008190]; gamma-tubulin binding [GO:0043015]; GTPase activity [GO:0003924]; mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; poly(A) binding [GO:0008143]; protein serine/threonine kinase activator activity [GO:0043539]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; ribosomal small subunit binding [GO:0043024]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; RNA stem-loop binding [GO:0035613]; RNA strand annealing activity [GO:0033592]; signaling adaptor activity [GO:0035591]; transcription factor binding [GO:0008134]; translation initiation factor binding [GO:0031369]; cell differentiation [GO:0030154]; cellular response to arsenic-containing substance [GO:0071243]; cellular response to osmotic stress [GO:0071470]; cellular response to virus [GO:0098586]; chromosome segregation [GO:0007059]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; cytosolic ribosome assembly [GO:0042256]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; gamete generation [GO:0007276]; innate immune response [GO:0045087]; intracellular signal transduction [GO:0035556]; intrinsic apoptotic signaling pathway [GO:0097193]; lipid homeostasis [GO:0055088]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell growth [GO:0030308]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; negative regulation of gene expression [GO:0010629]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; negative regulation of protein-containing complex assembly [GO:0031333]; negative regulation of translation [GO:0017148]; positive regulation of apoptotic process [GO:0043065]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell growth [GO:0030307]; positive regulation of chemokine (C-C motif) ligand 5 production [GO:0071651]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of gene expression [GO:0010628]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of mitochondrial translation [GO:0070131]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of protein K63-linked ubiquitination [GO:1902523]; positive regulation of toll-like receptor 7 signaling pathway [GO:0034157]; positive regulation of toll-like receptor 8 signaling pathway [GO:0034161]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of translation [GO:0045727]; positive regulation of translation in response to endoplasmic reticulum stress [GO:0036493]; positive regulation of translational initiation [GO:0045948]; positive regulation of type I interferon production [GO:0032481]; positive regulation of viral genome replication [GO:0045070]; protein localization to cytoplasmic stress granule [GO:1903608]; response to virus [GO:0009615]; stress granule assembly [GO:0034063]; translational initiation [GO:0006413]; Wnt signaling pathway [GO:0016055]
O00584	reviewed	RNT2_HUMAN	Ribonuclease T2 (EC 4.6.1.19) (Ribonuclease 6)	RNASET2 RNASE6PL	Homo sapiens (Human)	256	azurophil granule lumen [GO:0035578]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; mitochondrial intermembrane space [GO:0005758]; ribonuclease T2 activity [GO:0033897]; RNA binding [GO:0003723]; RNA endonuclease activity [GO:0004521]; RNA nuclease activity [GO:0004540]; innate immune response [GO:0045087]; RNA catabolic process [GO:0006401]
O14543	reviewed	SOCS3_HUMAN	Suppressor of cytokine signaling 3 (SOCS-3) (Cytokine-inducible SH2 protein 3) (CIS-3) (STAT-induced STAT inhibitor 3) (SSI-3)	SOCS3 CIS3 SSI3	Homo sapiens (Human)	225	cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; cytokine receptor binding [GO:0005126]; miRNA binding [GO:0035198]; phosphotyrosine residue binding [GO:0001784]; protein kinase inhibitor activity [GO:0004860]; protein tyrosine kinase inhibitor activity [GO:0030292]; branching involved in labyrinthine layer morphogenesis [GO:0060670]; cellular response to interleukin-17 [GO:0097398]; cellular response to leukemia inhibitory factor [GO:1990830]; cytokine-mediated signaling pathway [GO:0019221]; intracellular signal transduction [GO:0035556]; negative regulation of apoptotic process [GO:0043066]; negative regulation of inflammatory response [GO:0050728]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of receptor signaling pathway via JAK-STAT [GO:0046426]; placenta blood vessel development [GO:0060674]; positive regulation of cell differentiation [GO:0045597]; protein ubiquitination [GO:0016567]; T-helper 17 cell lineage commitment [GO:0072540]
O14647	reviewed	CHD2_HUMAN	Chromodomain-helicase-DNA-binding protein 2 (CHD-2) (EC 3.6.4.-) (ATP-dependent helicase CHD2)	CHD2	Homo sapiens (Human)	1828	chromatin [GO:0000785]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; histone binding [GO:0042393]; RNA binding [GO:0003723]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; DNA damage response [GO:0006974]; gene expression [GO:0010467]; hematopoietic stem cell differentiation [GO:0060218]; muscle organ development [GO:0007517]; nucleosome organization [GO:0034728]
O14717	reviewed	TRDMT_HUMAN	tRNA (cytosine(38)-C(5))-methyltransferase (EC 2.1.1.204) (DNA (cytosine-5)-methyltransferase-like protein 2) (Dnmt2) (DNA methyltransferase homolog HsaIIP) (DNA MTase homolog HsaIIP) (M.HsaIIP) (PuMet)	TRDMT1 DNMT2	Homo sapiens (Human)	391	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA binding [GO:0003723]; tRNA (cytidine-5-)-methyltransferase activity [GO:0016428]; tRNA methyltransferase activity [GO:0008175]; tRNA methylation [GO:0030488]; tRNA modification [GO:0006400]; tRNA stabilization [GO:0036416]
O14746	reviewed	TERT_HUMAN	Telomerase reverse transcriptase (EC 2.7.7.49) (HEST2) (Telomerase catalytic subunit) (Telomerase-associated protein 2) (TP2)	TERT EST2 TCS1 TRT	Homo sapiens (Human)	1132	chromosome, telomeric region [GO:0000781]; cytosol [GO:0005829]; mitochondrial nucleoid [GO:0042645]; nuclear speck [GO:0016607]; nuclear telomere cap complex [GO:0000783]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; PML body [GO:0016605]; RNA-directed RNA polymerase complex [GO:0031379]; telomerase catalytic core complex [GO:0000333]; telomerase holoenzyme complex [GO:0005697]; TERT-RMRP complex [GO:1990572]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; protein-folding chaperone binding [GO:0051087]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-directed RNA polymerase activity [GO:0003968]; telomerase activity [GO:0003720]; telomerase RNA binding [GO:0070034]; telomeric DNA binding [GO:0042162]; template-free RNA nucleotidyltransferase [GO:0098680]; transcription coactivator binding [GO:0001223]; tRNA binding [GO:0000049]; cellular response to hypoxia [GO:0071456]; DNA biosynthetic process [GO:0071897]; DNA strand elongation [GO:0022616]; establishment of protein localization to telomere [GO:0070200]; heart development [GO:0007507]; mitochondrion organization [GO:0007005]; negative regulation of cellular senescence [GO:2000773]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of neuron apoptotic process [GO:0043524]; positive regulation of angiogenesis [GO:0045766]; positive regulation of D-glucose import [GO:0046326]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of hair cycle [GO:0042635]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of protein binding [GO:0032092]; positive regulation of protein localization to nucleolus [GO:1904751]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of transdifferentiation [GO:1903620]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; positive regulation of Wnt signaling pathway [GO:0030177]; protein import into nucleus [GO:0006606]; regulation of protein stability [GO:0031647]; replicative senescence [GO:0090399]; response to cadmium ion [GO:0046686]; RNA-templated DNA biosynthetic process [GO:0006278]; RNA-templated transcription [GO:0001172]; siRNA processing [GO:0030422]; siRNA transcription [GO:0140745]; telomere maintenance [GO:0000723]; telomere maintenance via recombination [GO:0000722]; telomere maintenance via telomerase [GO:0007004]
O14776	reviewed	TCRG1_HUMAN	Transcription elongation regulator 1 (TATA box-binding protein-associated factor 2S) (Transcription factor CA150)	TCERG1 CA150 TAF2S	Homo sapiens (Human)	1098	nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; RNA polymerase binding [GO:0070063]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; transcription corepressor activity [GO:0003714]; transcription elongation factor activity [GO:0003711]; ubiquitin-like protein conjugating enzyme binding [GO:0044390]; mRNA processing [GO:0006397]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription elongation by RNA polymerase II [GO:0034244]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; RNA splicing [GO:0008380]
O14979	reviewed	HNRDL_HUMAN	Heterogeneous nuclear ribonucleoprotein D-like (hnRNP D-like) (hnRNP DL) (AU-rich element RNA-binding factor) (JKT41-binding protein) (Protein laAUF1)	HNRNPDL HNRPDL JKTBP	Homo sapiens (Human)	420	chromatin [GO:0000785]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; DNA binding [GO:0003677]; double-stranded DNA binding [GO:0003690]; poly(A) binding [GO:0008143]; poly(G) binding [GO:0034046]; RNA binding [GO:0003723]; single-stranded DNA binding [GO:0003697]; regulation of gene expression [GO:0010468]; RNA processing [GO:0006396]
O14980	reviewed	XPO1_HUMAN	Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog)	XPO1 CRM1	Homo sapiens (Human)	1071	annulate lamellae [GO:0005642]; Cajal body [GO:0015030]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; kinetochore [GO:0000776]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; DNA-binding transcription factor binding [GO:0140297]; nuclear export signal receptor activity [GO:0005049]; protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; small GTPase binding [GO:0031267]; cellular response to salt [GO:1902075]; cellular response to triglyceride [GO:0071401]; mRNA export from nucleus [GO:0006406]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nucleocytoplasmic transport [GO:0006913]; protein export from nucleus [GO:0006611]; protein localization to nucleus [GO:0034504]; regulation of centrosome duplication [GO:0010824]; regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032434]; regulation of protein export from nucleus [GO:0046825]; response to xenobiotic stimulus [GO:0009410]; ribosomal large subunit export from nucleus [GO:0000055]; ribosomal small subunit export from nucleus [GO:0000056]; ribosomal subunit export from nucleus [GO:0000054]; ribosome biogenesis [GO:0042254]
O15042	reviewed	SR140_HUMAN	U2 snRNP-associated SURP motif-containing protein (140 kDa Ser/Arg-rich domain protein) (U2-associated protein SR140)	U2SURP KIAA0332 SR140	Homo sapiens (Human)	1029	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U2 snRNP [GO:0005686]; RNA binding [GO:0003723]; RNA processing [GO:0006396]
O15047	reviewed	SET1A_HUMAN	Histone-lysine N-methyltransferase SETD1A (EC 2.1.1.364) (Lysine N-methyltransferase 2F) (SET domain-containing protein 1A) (hSET1A) (Set1/Ash2 histone methyltransferase complex subunit SET1)	SETD1A KIAA0339 KMT2F SET1 SET1A	Homo sapiens (Human)	1707	chromatin [GO:0000785]; cytoplasm [GO:0005737]; histone methyltransferase complex [GO:0035097]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Set1C/COMPASS complex [GO:0048188]; beta-catenin binding [GO:0008013]; histone H3K4 methyltransferase activity [GO:0042800]; histone H3K4 monomethyltransferase activity [GO:0140945]; histone H3K4 trimethyltransferase activity [GO:0140999]; RNA binding [GO:0003723]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; brain development [GO:0007420]; DNA damage response [GO:0006974]; methylation [GO:0032259]; regulation of chromatin organization [GO:1902275]; regulation of hematopoietic stem cell differentiation [GO:1902036]
O15056	reviewed	SYNJ2_HUMAN	Synaptojanin-2 (EC 3.1.3.36) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase 2)	SYNJ2 KIAA0348	Homo sapiens (Human)	1496	cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; membrane [GO:0016020]; membrane raft [GO:0045121]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; inositol-1,4,5-trisphosphate 5-phosphatase activity [GO:0052658]; phosphatidylinositol phosphate 4-phosphatase activity [GO:0034596]; phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity [GO:0052629]; phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity [GO:0043813]; phosphatidylinositol-3-phosphate phosphatase activity [GO:0004438]; phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity [GO:0004439]; RNA binding [GO:0003723]; membrane organization [GO:0061024]; phosphatidylinositol biosynthetic process [GO:0006661]; phosphatidylinositol dephosphorylation [GO:0046856]; synaptic vesicle endocytosis [GO:0048488]
